Palabra Original,Palabra Más Similar,Distancia de Levenshtein,proportion Palabra Original,proportion Palabra Más Similar
iraq,iran,1,3.3333174603930456e-05,8.571387755296404e-05
organ,iran,2,4.761882086275779e-06,8.571387755296404e-05
grant,iran,2,4.761882086275779e-06,8.571387755296404e-05
koan,iran,2,4.761882086275779e-06,8.571387755296404e-05
abduction,education,3,1.428564625882734e-05,0.012304703310936615
causation,education,3,9.523764172551558e-06,0.012304703310936615
educators,education,3,9.523764172551558e-06,0.012304703310936615
evocation,education,2,4.761882086275779e-06,0.012304703310936615
dogs,boys,2,0.0003857124489883382,0.0001428564625882734
toys,boys,1,3.3333174603930456e-05,0.0001428564625882734
books,cooks,1,0.0004904738548864053,1.9047528345103117e-05
cowboys,cooks,3,0.00010476140589806715,1.9047528345103117e-05
schools,cooks,3,4.285693877648202e-05,1.9047528345103117e-05
zoos,cooks,2,1.428564625882734e-05,1.9047528345103117e-05
crops,cooks,2,4.761882086275779e-06,1.9047528345103117e-05
cows,cooks,2,2.857129251765468e-05,1.9047528345103117e-05
looms,cooks,2,1.9047528345103117e-05,1.9047528345103117e-05
tools,cooks,2,4.761882086275779e-06,1.9047528345103117e-05
slavery,slaves,2,7.619011338041247e-05,1.428564625882734e-05
elves,slaves,2,2.857129251765468e-05,1.428564625882734e-05
statues,slaves,3,4.761882086275779e-06,1.428564625882734e-05
gloves,slaves,2,4.761882086275779e-06,1.428564625882734e-05
snakes,slaves,2,1.428564625882734e-05,1.428564625882734e-05
comedy,comics,3,5.238070294903357e-05,0.005542830748425007
ethics,comics,3,0.00012380893424317028,0.005542830748425007
coins,comics,2,7.619011338041247e-05,0.005542830748425007
cosmetics,comics,3,9.523764172551558e-06,0.005542830748425007
colitis,comics,3,4.761882086275779e-06,0.005542830748425007
ceramics,comics,3,1.428564625882734e-05,0.005542830748425007
civics,comics,2,9.523764172551558e-06,0.005542830748425007
combat,comics,3,9.523764172551558e-06,0.005542830748425007
colic,comics,2,4.761882086275779e-06,0.005542830748425007
espinoge soviet,espionage soviet,2,4.761882086275779e-06,1.428564625882734e-05
extraterrestrial beings,extraterrestial beings,1,3.8095056690206234e-05,4.761882086275779e-06
geophysics,biophysics,2,4.761882086275779e-06,4.761882086275779e-06
businessmen,businesswomen,2,8.571387755296404e-05,4.285693877648202e-05
cookery,cooking,3,0.0001666658730196523,0.011580897233822695
wyoming,cooking,3,9.523764172551558e-06,0.011580897233822695
cookies,cooking,2,1.9047528345103117e-05,0.011580897233822695
flooring,cooking,3,4.761882086275779e-06,0.011580897233822695
young adult nonfiction,young adult fiction,3,0.00036190303855695923,0.0027952247846438827
entertainers,entertaining,3,3.3333174603930456e-05,3.8095056690206234e-05
calculus,cactus,3,7.14282312941367e-05,9.523764172551558e-06
jewish fiction,irish fiction,3,2.3809410431378898e-05,4.761882086275779e-06
social history,oral history,3,3.3333174603930456e-05,2.3809410431378898e-05
world history,oral history,3,2.857129251765468e-05,2.3809410431378898e-05
emotions,editions,2,4.285693877648202e-05,9.523764172551559e-05
editors,editions,2,1.428564625882734e-05,9.523764172551559e-05
coal miners,gold miners,3,2.857129251765468e-05,4.761882086275779e-06
courtship,courts,3,4.285693877648202e-05,1.9047528345103117e-05
courtesy,courts,2,4.761882086275779e-06,1.9047528345103117e-05
conures,courts,2,4.761882086275779e-06,1.9047528345103117e-05
jewish philosophers,jewish philosophy,3,9.523764172551558e-06,1.9047528345103117e-05
private investigators,private investigation,3,4.285693877648202e-05,4.761882086275779e-06
crusades,crustacea,3,5.238070294903357e-05,9.523764172551558e-06
hunting,running,2,7.14282312941367e-05,1.428564625882734e-05
trucking,running,3,1.428564625882734e-05,1.428564625882734e-05
rubbing,running,2,4.761882086275779e-06,1.428564625882734e-05
art american,arts american,1,5.714258503530936e-05,1.428564625882734e-05
poets american,arts american,3,2.857129251765468e-05,1.428564625882734e-05
arab americans,arts american,3,4.761882086275779e-06,1.428564625882734e-05
patents,parents,1,2.857129251765468e-05,9.523764172551558e-06
parrots,parents,2,4.761882086275779e-06,9.523764172551558e-06
beer,bees,1,4.7618820862757796e-05,2.857129251765468e-05
beeswax,bees,3,4.761882086275779e-06,2.857129251765468e-05
beds,bees,1,4.761882086275779e-06,2.857129251765468e-05
judaism,humanism,3,8.571387755296404e-05,1.9047528345103117e-05
satanism,humanism,3,1.9047528345103117e-05,1.9047528345103117e-05
arianism,humanism,3,9.523764172551558e-06,1.9047528345103117e-05
humanity,humanism,2,4.761882086275779e-06,1.9047528345103117e-05
equity,equality,2,4.761882086275779e-06,4.761882086275779e-06
theater,theaters,1,5.714258503530936e-05,1.9047528345103117e-05
teenagers,theaters,3,1.428564625882734e-05,1.9047528345103117e-05
slaves,slavery,2,1.428564625882734e-05,7.619011338041247e-05
composers,computers,2,0.0001619039909333765,0.020485616735158405
consumers,computers,3,4.761882086275779e-06,0.020485616735158405
computer sex,computers,3,4.761882086275779e-06,0.020485616735158405
amputees,computers,3,9.523764172551558e-06,0.020485616735158405
back,blacks,2,2.857129251765468e-05,3.3333174603930456e-05
exercise,exorcism,2,0.00014761834467454918,9.523764172551558e-06
cartooning,cartoonists,3,1.9047528345103117e-05,9.523764172551558e-06
harmonists,cartoonists,3,4.761882086275779e-06,9.523764172551558e-06
africa west,africa east,2,4.285693877648202e-05,5.238070294903357e-05
veto,pets,2,4.761882086275779e-06,0.002980938186008638
jews,pets,2,0.00036190303855695923,0.002980938186008638
press,pets,2,4.761882086275779e-06,0.002980938186008638
aleuts,pets,3,9.523764172551558e-06,0.002980938186008638
peru,pets,2,1.428564625882734e-05,0.002980938186008638
penis,pets,2,9.523764172551558e-06,0.002980938186008638
british,baptism,3,0.0001666658730196523,5.714258503530936e-05
baptists,baptism,2,0.00019523716553730697,5.714258503530936e-05
autism,baptism,2,3.3333174603930456e-05,5.714258503530936e-05
tantrism,baptism,3,9.523764172551558e-06,5.714258503530936e-05
saivism,baptism,3,4.761882086275779e-06,5.714258503530936e-05
babism,baptism,2,4.761882086275779e-06,5.714258503530936e-05
toleration,numeration,3,4.761882086275779e-06,4.761882086275779e-06
sermons,seasons,2,1.428564625882734e-05,1.428564625882734e-05
dragons,seasons,3,9.999952381179138e-05,1.428564625882734e-05
seashore,seasons,3,9.523764172551558e-06,1.428564625882734e-05
treason,seasons,3,4.761882086275779e-06,1.428564625882734e-05
beacons,seasons,2,4.761882086275779e-06,1.428564625882734e-05
weasels,seasons,3,4.761882086275779e-06,1.428564625882734e-05
criticism,critics,2,9.047575963923981e-05,9.523764172551558e-06
charities,critics,3,2.857129251765468e-05,9.523764172551558e-06
zanzibar,hannibal,3,4.761882086275779e-06,4.761882086275779e-06
anarchists,anarchism,2,9.523764172551558e-06,3.3333174603930456e-05
folk rock music,punk rock music,3,4.761882086275779e-06,1.428564625882734e-05
caves,calves,1,3.8095056690206234e-05,4.761882086275779e-06
dreams,drama,2,0.00010952328798434293,0.0031047471202518082
fraud,drama,3,1.428564625882734e-05,0.0031047471202518082
dogma,drama,2,4.761882086275779e-06,0.0031047471202518082
drum,drama,2,4.761882086275779e-06,0.0031047471202518082
diorama,drama,2,4.761882086275779e-06,0.0031047471202518082
jewellery making,jewelry making,2,4.761882086275779e-06,1.428564625882734e-05
astronautics,aeronautics,2,6.666634920786091e-05,0.0002571416326588921
radicalism,capitalism,3,2.3809410431378898e-05,0.00010476140589806715
cannibalism,capitalism,3,4.761882086275779e-06,0.00010476140589806715
unicorns,icons,3,9.523764172551558e-06,4.761882086275779e-06
deeds,weeds,1,9.523764172551558e-06,1.428564625882734e-05
applique,applause,3,3.8095056690206234e-05,4.761882086275779e-06
graphology,craniology,3,4.761882086275779e-06,4.761882086275779e-06
criminology,craniology,3,4.761882086275779e-06,4.761882086275779e-06
christian biography,christian hagiography,3,0.00012857081632944604,9.523764172551558e-06
sarawak,sahara,3,9.523764172551558e-06,4.761882086275779e-06
spain,spains,1,0.00013333269841572183,4.761882086275779e-06
latin language,lao language,3,9.523764172551559e-05,9.523764172551558e-06
malay language,lao language,3,4.761882086275779e-06,9.523764172551558e-06
canon camera,nikon camera,3,4.761882086275779e-06,1.428564625882734e-05
light,flight,1,9.523764172551558e-06,4.761882086275779e-06
holiness,business,3,4.7618820862757796e-05,0.02676177732486988
clumsiness,business,3,9.523764172551558e-06,0.02676177732486988
baldness,business,3,4.761882086275779e-06,0.02676177732486988
maps,mass,1,0.00010952328798434293,1.428564625882734e-05
massage,mass,3,9.523764172551558e-06,1.428564625882734e-05
masks,mass,1,9.523764172551558e-06,1.428564625882734e-05
glass,mass,2,9.523764172551558e-06,1.428564625882734e-05
botany,botswana,3,0.00013333269841572183,2.3809410431378898e-05
prayer,prayers,1,0.00017142775510592807,3.3333174603930456e-05
proverbs,prayers,3,9.523764172551558e-06,3.3333174603930456e-05
blind,blinds,1,9.999952381179138e-05,4.761882086275779e-06
glands,blinds,2,4.761882086275779e-06,4.761882086275779e-06
mexican literature,american literature,2,1.9047528345103117e-05,0.0034666501588087677
armenian literature,american literature,3,4.761882086275779e-06,0.0034666501588087677
texas,tea,2,9.047575963923981e-05,4.761882086275779e-06
angels,anger,2,8.095199546668825e-05,4.285693877648202e-05
tiger,anger,2,9.523764172551558e-06,4.285693877648202e-05
geology,ecology,2,0.0001380945805019976,2.3809410431378898e-05
buddhism,buddhists,2,0.00024285598640006476,4.761882086275779e-06
archaeology,eschatology,3,0.00010476140589806715,1.9047528345103117e-05
war stories,war horses,3,1.9047528345103117e-05,4.761882086275779e-06
race horses,war horses,3,9.523764172551558e-06,4.761882086275779e-06
children and death,children and peace,3,2.857129251765468e-05,4.761882086275779e-06
evil in literature,devil in literature,1,4.761882086275779e-06,4.761882086275779e-06
hockey,rocky,2,3.8095056690206234e-05,4.761882086275779e-06
rocks,rocky,1,4.761882086275779e-06,4.761882086275779e-06
electronic books,electronic book,1,0.0004476169161099233,0.00010476140589806715
employees,explorers,3,3.3333174603930456e-05,5.238070294903357e-05
explorit,explorers,3,4.761882086275779e-06,5.238070294903357e-05
murder,nurses,3,0.00017618963719220386,2.857129251765468e-05
neuroses,nurses,2,4.761882086275779e-06,2.857129251765468e-05
nurseries,nurses,3,9.523764172551558e-06,2.857129251765468e-05
quilts,guilt,2,1.428564625882734e-05,1.9047528345103117e-05
guitar,guilt,3,6.190446712158514e-05,1.9047528345103117e-05
coins american,cooking american,3,2.3809410431378898e-05,0.00027142727891771946
cooking mexican,cooking american,2,9.523764172551558e-06,0.00027142727891771946
italian language,catalan language,3,6.190446712158514e-05,4.761882086275779e-06
poker,poor,2,1.9047528345103117e-05,9.523764172551558e-06
moon,poor,2,1.428564625882734e-05,9.523764172551558e-06
quick and easy cookery,quick and easy cooking,3,4.761882086275779e-06,3.3333174603930456e-05
aesthetics,athletics,3,0.00010952328798434293,1.428564625882734e-05
boys,toys,1,0.0001428564625882734,3.3333174603930456e-05
tops,toys,1,4.761882086275779e-06,3.3333174603930456e-05
radio,radon,2,6.666634920786091e-05,4.761882086275779e-06
raccoon,radon,3,1.428564625882734e-05,4.761882086275779e-06
pardon,radon,2,4.761882086275779e-06,4.761882086275779e-06
cruets,crafts,2,4.761882086275779e-06,0.006390445759782096
crests,crafts,2,9.523764172551558e-06,0.006390445759782096
crayfish,crafts,3,4.761882086275779e-06,0.006390445759782096
crofters,crafts,3,4.761882086275779e-06,0.006390445759782096
biotechnology,technology,3,1.9047528345103117e-05,0.007885676734872692
ethnology,technology,2,0.00015238022676082494,0.007885676734872692
demonology,technology,3,5.238070294903357e-05,0.007885676734872692
ghosts,goats,2,0.0001428564625882734,1.428564625882734e-05
dwellings,duelling,2,9.523764172551559e-05,4.761882086275779e-06
dueling,duelling,1,9.523764172551558e-06,4.761882086275779e-06
fear,bears,2,4.7618820862757796e-05,0.00019523716553730697
beghards,bears,3,4.761882086275779e-06,0.00019523716553730697
barns,bears,2,9.523764172551558e-06,0.00019523716553730697
beans,bears,1,4.761882086275779e-06,0.00019523716553730697
belarus,bears,2,4.761882086275779e-06,0.00019523716553730697
beavers,bears,2,9.523764172551558e-06,0.00019523716553730697
beads,bears,1,9.523764172551558e-06,0.00019523716553730697
heirs,bears,2,4.761882086275779e-06,0.00019523716553730697
asia,mafia,2,0.00012380893424317028,2.857129251765468e-05
malta,mafia,2,2.3809410431378898e-05,2.857129251765468e-05
libraries,librarians,2,0.00043333126985109597,1.428564625882734e-05
widows,dogs,3,9.523764172551558e-06,0.0003857124489883382
yoga,dogs,2,6.190446712158514e-05,0.0003857124489883382
frogs,dogs,2,4.285693877648202e-05,0.0003857124489883382
eggs,dogs,2,1.428564625882734e-05,0.0003857124489883382
eddas,dogs,3,4.761882086275779e-06,0.0003857124489883382
belize,belief,2,2.3809410431378898e-05,4.761882086275779e-06
beliefs,belief,1,4.761882086275779e-06,4.761882086275779e-06
philosophers,philosophy,3,9.047575963923981e-05,0.008523768934433646
theosophy,philosophy,3,6.666634920786091e-05,0.008523768934433646
mythology,psychology,3,6.190446712158514e-05,0.008909481383421984
sociology,psychology,3,3.3333174603930456e-05,0.008909481383421984
physiology,psychology,3,4.761882086275779e-06,0.008909481383421984
avarice,america,3,2.857129251765468e-05,0.00023333222222751321
africa,america,2,0.00029523668934909836,0.00023333222222751321
jamaica,america,3,4.761882086275779e-06,0.00023333222222751321
revelation,recreation,3,1.428564625882734e-05,0.01068566340160285
reformation,recreation,3,3.3333174603930456e-05,0.01068566340160285
creation,recreation,2,2.857129251765468e-05,0.01068566340160285
relaxation,recreation,3,9.523764172551558e-06,0.01068566340160285
hymns,games,3,1.9047528345103117e-05,0.004680930090809091
gay men,games,3,0.0001666658730196523,0.004680930090809091
gangs,games,2,2.3809410431378898e-05,0.004680930090809091
grapes,games,2,1.9047528345103117e-05,0.004680930090809091
camps,games,2,2.3809410431378898e-05,0.004680930090809091
names,games,1,4.761882086275779e-06,0.004680930090809091
gases,games,1,4.761882086275779e-06,0.004680930090809091
gems,games,2,1.428564625882734e-05,0.004680930090809091
lakes,games,2,4.761882086275779e-06,0.004680930090809091
apes,games,2,4.761882086275779e-06,0.004680930090809091
jazz musicians,rap musicians,3,3.3333174603930456e-05,2.3809410431378898e-05
chemistry,chemists,2,0.0001428564625882734,4.761882086275779e-06
alchemists,chemists,2,1.9047528345103117e-05,4.761882086275779e-06
farmers,fathers,2,9.523764172551558e-06,4.761882086275779e-06
vedanta,vendetta,3,1.9047528345103117e-05,9.523764172551558e-06
wrestlers,western,3,2.3809410431378898e-05,9.523764172551558e-06
acrostics,acrobatics,2,4.761882086275779e-06,4.761882086275779e-06
acrobats,acrobatics,2,4.761882086275779e-06,4.761882086275779e-06
gold mines and mining,coal mines and mining,3,6.190446712158514e-05,9.523764172551558e-06
short stories,ghost stories,2,0.0001666658730196523,0.00012380893424317028
carnival,carnivals,1,2.3809410431378898e-05,1.9047528345103117e-05
cardinals,carnivals,2,1.9047528345103117e-05,1.9047528345103117e-05
opera,operas,1,3.3333174603930456e-05,6.190446712158514e-05
italy,iraq,3,9.523764172551559e-05,3.3333174603930456e-05
iran,iraq,1,8.571387755296404e-05,3.3333174603930456e-05
corporations,coronations,2,7.619011338041247e-05,4.761882086275779e-06
lawyers,lasers,2,9.999952381179138e-05,9.523764172551558e-06
rotterdam netherlands,amsterdam netherlands,3,4.761882086275779e-06,2.3809410431378898e-05
algebra,algeria,2,0.00015714210884710072,2.3809410431378898e-05
nigeria,algeria,2,4.761882086275779e-06,2.3809410431378898e-05
alberta,algeria,2,1.428564625882734e-05,2.3809410431378898e-05
analgesia,algeria,3,4.761882086275779e-06,2.3809410431378898e-05
capitalism,radicalism,3,0.00010476140589806715,2.3809410431378898e-05
chess,chest,1,0.0002857129251765468,1.9047528345103117e-05
kites,fires,2,1.9047528345103117e-05,1.428564625882734e-05
foxes,fires,2,3.3333174603930456e-05,1.428564625882734e-05
